,Customer,clust,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
8774,ZT60177,2,1,0,0,3,36,4,0,1,2,1,5,0,3,4,1,0.02339491745548045,0.0,0.19831223628691982,0.11428571428571428,0.29292929292929293,0.0,0.0,0.3223334227566842
8775,RV92809,0,1,1,0,1,50,2,1,1,1,1,4,0,1,0,1,0.044222634828528035,0.22524279613126494,0.05063291139240506,0.4857142857142857,0.6464646464646465,0.0,0.25,0.12107983428227849
8776,VI69768,1,1,0,0,0,14,1,1,1,1,1,3,1,2,3,2,0.2713109701485132,0.6979426090957281,0.24472573839662448,0.7142857142857143,0.494949494949495,0.0,0.125,0.29349060089308043
8777,NP40205,0,1,0,1,0,46,1,1,0,1,0,2,1,1,0,2,0.07372729163239057,0.9972994869025115,0.15611814345991562,0.6857142857142857,0.24242424242424243,0.0,0.75,0.003957705933476886
8778,LZ56963,0,1,0,0,1,55,1,0,1,2,0,1,0,2,3,2,0.08226422717375304,0.25789900081015393,0.21518987341772153,0.22857142857142856,0.2222222222222222,0.2,0.375,0.18578460369651345
8779,CO56168,1,1,0,0,3,13,1,1,2,1,1,4,1,0,3,2,0.02537869309537928,0.6264990348166152,0.16455696202531644,0.5714285714285714,0.6262626262626263,0.0,0.0,0.1527370809962251
8780,HJ64239,1,1,0,0,1,0,4,0,1,2,0,2,0,0,3,1,0.07816316920534779,0.0,0.21940928270042195,0.7142857142857143,0.5555555555555556,0.0,0.25,0.2811826611662188
8781,WX80471,3,1,0,1,3,16,1,1,0,1,1,4,2,1,5,1,0.05868688172927126,0.5688580830357768,0.0970464135021097,0.0,0.7070707070707071,0.0,0.625,0.05023931102173496
8782,EH51056,1,1,0,0,3,9,1,1,1,1,1,4,3,1,5,2,0.010474003669575438,0.9311969274162091,0.029535864978902954,0.6857142857142857,0.020202020202020204,0.0,0.0,0.20007556487045075
8783,DK19711,3,1,0,0,1,19,1,1,2,0,1,5,0,0,0,1,0.04417649116899678,0.2556885808303578,0.04219409282700422,0.8285714285714286,0.5858585858585859,0.0,0.625,0.07895105422614965
8784,ZJ71004,1,1,0,0,0,9,1,0,0,1,1,5,3,3,0,1,0.007040274274527544,0.29923685500245045,0.004219409282700422,0.02857142857142857,0.5353535353535354,0.0,0.0,0.03760390087164206
8785,CE68841,1,1,0,0,0,3,1,0,0,1,0,0,0,0,3,1,0.027391012306066033,0.9590922275232294,0.1729957805907173,0.08571428571428572,0.13131313131313133,0.0,0.0,0.011799271408465848
8786,HX41374,1,1,0,1,3,2,1,1,0,1,1,5,2,2,3,1,0.16378691402275422,0.7300187035536752,0.27848101265822783,0.17142857142857143,0.7777777777777778,0.0,0.125,0.09553788890066729
8787,QE13586,0,1,1,1,3,53,1,1,1,1,1,4,1,2,5,0,0.05487366111811153,0.4437643152198918,0.08016877637130802,0.14285714285714285,0.7272727272727273,0.0,0.25,0.13269351084380784
8788,PA20570,2,1,0,1,0,35,1,1,1,1,1,3,3,0,0,1,0.057443142362173245,0.8416199077824786,0.08860759493670886,0.0,0.797979797979798,0.0,0.75,0.16059197731281002
8789,MB91424,3,1,0,0,1,22,1,1,1,1,0,2,3,1,0,1,0.06787964943977721,0.36265890519198646,0.008438818565400843,0.4,0.6060606060606061,0.0,0.125,0.10448886776580799
8790,QW98193,1,1,0,0,1,16,1,1,1,2,0,1,2,1,3,1,0.024886085778349568,0.5649073323931547,0.16877637130801687,0.9142857142857143,0.6565656565656566,0.0,0.0,0.21345375639358255
8791,TS53731,2,1,0,0,1,36,1,0,0,1,1,4,2,2,3,1,0.08305353601702746,0.7968914093677799,0.1940928270042194,0.8285714285714286,0.5050505050505051,0.0,0.25,0.0031719342553876116
8792,WK55963,2,1,0,0,1,27,1,1,1,1,0,2,2,3,5,1,0.07654236533678524,0.6104759904381832,0.029535864978902954,0.05714285714285714,0.7575757575757576,0.0,0.125,0.14280443641794838
8793,CE71123,2,1,0,0,0,36,1,0,0,2,1,4,0,2,3,2,0.1332877110791334,0.33241315850011505,0.20675105485232068,0.5142857142857142,0.797979797979798,0.0,0.125,0.039301618182533235
8794,KK38827,1,1,1,0,4,5,1,0,1,2,1,4,1,1,3,0,0.027910511845028907,0.2946759884378032,0.1940928270042194,0.8,0.23232323232323232,0.2,0.0,0.1774891204382782
8795,YH81239,1,1,0,1,3,1,1,1,1,0,1,5,0,2,0,1,0.055358917553316594,0.4814014662785929,0.08860759493670886,0.17142857142857143,0.8686868686868687,0.0,0.25,0.13601170414710195
8796,MD32702,0,1,0,0,0,51,4,0,1,2,1,5,0,2,3,1,0.020573968208509028,0.0,0.20253164556962025,0.7142857142857143,0.21212121212121213,0.2,0.0,0.1808073137415723
8797,UK79109,3,1,1,0,1,23,1,1,1,1,0,0,1,2,3,1,0.08838602895221974,0.3794420939978596,0.2320675105485232,0.3142857142857143,0.42424242424242425,0.0,0.5,0.1924209903031016
8798,TV37646,2,1,0,0,1,26,1,0,1,1,1,5,3,0,3,2,0.03556676984634042,0.700253048079135,0.24472573839662448,0.6285714285714286,0.3333333333333333,0.0,0.0,0.2609965117040104
8799,QS35019,1,1,1,2,4,15,1,1,0,1,1,4,0,0,5,1,0.1539736016745081,0.6089156939818565,0.24472573839662448,0.7142857142857143,0.898989898989899,0.0,0.125,0.0379544700680059
8800,RJ62038,0,1,0,1,3,42,4,1,1,2,1,3,1,3,0,2,0.0769827676542368,0.0,0.08860759493670886,0.9714285714285714,0.050505050505050504,0.0,0.125,0.20403466686463098
8801,VX94337,2,1,0,0,3,29,1,1,1,0,0,2,2,2,3,1,0.0848560095301018,0.5977335693781819,0.21940928270042195,0.7714285714285715,0.9191919191919192,0.0,0.25,0.18744370034816046
8802,GM54723,2,1,0,0,0,35,4,1,1,2,0,1,0,1,0,2,0.08797564830800253,0.0,0.016877637130801686,0.5428571428571428,0.8787878787878788,0.0,0.125,0.1428169480805726
8803,ET39822,1,1,1,0,0,14,1,0,0,1,1,4,1,3,5,1,0.07808541342462334,0.6291395365119372,0.03375527426160337,0.4,0.9494949494949495,0.0,0.125,0.05505575190194407
8804,WA94988,0,1,0,1,0,46,1,0,1,2,0,2,1,2,4,2,0.2140541396903731,0.5725587861693722,0.26582278481012656,0.7142857142857143,0.15151515151515152,0.0,0.125,0.23554980987649318
8805,WZ23060,2,1,0,2,0,31,1,0,1,1,1,4,1,3,3,1,0.06328295103428279,0.3904741900961183,0.4767932489451477,0.11428571428571428,0.3434343434343434,0.0,0.0,0.2886485960986305
8806,HK84372,0,1,0,0,3,52,4,1,1,2,1,4,0,0,0,2,0.006284041875742673,0.0,0.0379746835443038,0.4,0.9595959595959596,0.0,0.0,0.1741709271349841
8807,WG28563,0,1,0,0,2,47,1,0,0,1,1,5,0,0,0,1,0.04447528200492517,0.7092747622048189,0.029535864978902954,0.42857142857142855,0.8282828282828283,0.0,0.25,0.02682085657908198
8808,KE70943,1,1,0,1,1,9,1,0,1,0,1,5,2,3,3,1,0.10060990612070829,0.9725647873095888,0.2742616033755274,0.17142857142857143,0.9191919191919192,0.0,0.25,0.20901195681957213
8809,LD76400,3,1,0,1,0,20,1,0,1,1,0,0,2,0,3,1,0.3612864401131728,0.42530080715335916,0.29957805907172996,0.08571428571428572,0.8585858585858586,0.0,0.125,0.31446020448274287
8810,DR54244,0,1,0,0,3,48,4,0,1,1,1,5,0,2,0,1,0.008508594568291838,0.0,0.02531645569620253,0.45714285714285713,0.6666666666666666,0.0,0.0,0.1111252543723962
8811,FV63234,0,1,0,0,0,44,4,0,1,0,1,4,1,1,0,1,0.0375691047487423,0.0,0.02531645569620253,0.08571428571428572,0.696969696969697,0.0,0.75,0.1111252543723962
8812,IV60781,0,1,1,1,2,55,1,0,1,1,1,3,1,0,0,1,0.02599181757483707,0.3739110430981887,0.16033755274261605,0.2571428571428571,0.1717171717171717,0.0,0.0,0.16421634722510178
8813,AK59340,0,1,0,0,3,49,1,1,0,2,0,2,0,1,0,1,0.0454777088606184,0.423680499294866,0.04219409282700422,0.8285714285714286,0.6262626262626263,0.0,0.875,0.034360646544586905
8814,NF78904,2,1,0,0,0,25,1,0,0,1,0,1,0,1,0,1,0.06720846969222055,0.6788389794060872,0.0,0.02857142857142857,0.21212121212121213,0.0,0.125,0.003586594355404573
8815,IS55638,2,1,0,0,1,33,1,0,1,1,1,4,0,1,5,1,0.16709019126711297,0.2993768816075054,0.012658227848101266,0.9714285714285714,0.050505050505050504,0.0,0.125,0.110472027925807
8816,RD40721,2,1,0,1,3,23,4,1,1,0,0,2,2,0,0,1,0.042820049210572905,0.0,0.07172995780590717,0.4,0.6868686868686869,0.0,0.5,0.2587761367791438
8817,ZF70768,1,1,0,2,3,0,1,1,0,1,1,4,1,1,5,0,0.02643180406160986,0.8277372700813155,0.16877637130801687,0.45714285714285713,0.37373737373737376,0.0,0.0,0.061984924824970596
8818,FH68849,1,1,0,0,0,12,4,0,1,2,1,4,1,3,3,1,0.13346579775163708,0.0,0.23628691983122363,0.37142857142857144,0.47474747474747475,0.0,0.125,0.2911372410761011
8819,ZO42514,0,1,0,2,0,42,1,0,2,0,1,5,2,0,5,1,0.08917146387710059,0.9634930636820996,0.22362869198312235,0.9428571428571428,0.3838383838383838,0.0,1.0,0.16968688108425545
8820,FR66336,2,1,1,0,3,37,4,1,1,1,1,5,1,2,5,1,0.042095387804305995,0.0,0.05063291139240506,0.4857142857142857,0.4444444444444444,0.0,0.75,0.17156986695307494
8821,MQ84363,0,1,0,1,0,44,1,1,2,0,0,0,0,0,0,1,0.11266511320434548,0.5898220661925766,0.13924050632911392,0.34285714285714286,0.7575757575757576,0.2,0.125,0.11018580921259324
8822,UC75204,3,1,0,0,3,24,4,0,1,2,1,5,0,1,2,2,0.1345176184883605,0.0,0.5274261603375527,0.3142857142857143,0.31313131313131315,0.0,0.875,0.4628537445215708
8823,WN56695,3,1,0,2,1,24,4,1,1,1,1,4,0,3,0,1,0.08239826616492826,0.0,0.24050632911392406,0.8571428571428571,0.5252525252525253,0.0,0.75,0.19573918360639572
8824,MF59279,2,1,0,0,0,30,4,1,1,2,1,3,0,0,5,2,0.02855268230617447,0.0,0.008438818565400843,0.7428571428571429,0.7878787878787878,0.0,0.75,0.10448886776580799
8825,US30122,0,1,0,0,1,44,4,1,1,2,0,2,1,1,1,1,0.7274786455452578,0.0,0.5780590717299579,0.05714285714285714,0.7575757575757576,0.0,0.125,0.7864000844499551
8826,IM15403,1,1,0,1,1,8,1,1,2,0,0,1,2,0,5,1,0.09174142591770909,0.4498854782408658,0.08438818565400844,0.05714285714285714,0.2727272727272727,0.0,0.125,0.11523094239478134
8827,IH18704,3,1,0,0,4,19,0,1,1,1,1,4,1,0,3,1,0.030299994356879266,0.2357047839089427,0.21518987341772153,0.08571428571428572,0.43434343434343436,0.0,0.0,0.18578460369651345
8828,FP27229,0,1,0,1,1,49,1,0,1,2,0,2,0,0,0,1,0.018255049706671113,0.5461337654154289,0.10548523206751055,0.8285714285714286,0.6868686868686869,0.0,0.0,0.14264809075369014
8829,ZA60820,1,1,0,0,3,2,4,1,1,2,1,4,1,2,5,1,0.006275474670761275,0.0,0.02531645569620253,0.2,0.7272727272727273,0.0,0.0,0.16670499220257237
8830,WT65970,2,1,0,1,3,27,4,0,1,2,1,4,0,0,0,1,0.06522475790062944,0.0,0.16033755274261605,0.0,0.5353535353535354,0.0,0.5,0.24711565640978123
8831,IX10511,0,1,0,0,1,56,4,1,1,2,1,5,0,1,4,1,0.024285855979816324,0.0,0.23628691983122363,0.3142857142857143,0.29292929292929293,0.0,0.0,0.2911372410761011
8832,XB71208,2,1,0,0,1,29,1,0,2,2,1,5,1,0,0,1,0.010284767319011323,0.9633230313759614,0.03375527426160337,0.05714285714285714,0.7676767676767676,0.0,0.0,0.10262093163184459
8833,QI99143,3,1,0,1,0,17,1,0,2,1,0,0,0,0,0,1,0.01467105046412843,0.3117392304537862,0.07172995780590717,0.4,0.42424242424242425,0.0,0.0,0.0999907605253115
8834,XQ19310,1,1,0,0,3,4,4,0,1,2,1,5,1,2,5,1,0.038176374452595536,0.0,0.04219409282700422,0.45714285714285713,0.04040404040404041,0.0,0.5,0.1240474442177582
8835,HK40573,0,1,0,1,1,55,1,1,2,1,1,4,0,2,3,1,0.1533213760443861,0.5218391494383933,0.25316455696202533,0.6285714285714286,0.25252525252525254,0.0,0.125,0.13951561016232386
8836,NN65590,3,1,0,0,1,22,1,0,1,2,1,3,1,3,0,1,0.01062042930613123,0.7234874626178974,0.03375527426160337,0.6571428571428571,0.35353535353535354,0.0,0.0,0.1144434476756903
8837,NG15940,1,1,0,0,3,4,4,1,1,2,0,2,2,0,0,1,0.025783327355060153,0.0,0.004219409282700422,0.7142857142857143,0.797979797979798,0.2,0.25,0.1910540737063248
8838,UE96503,0,1,0,0,2,50,4,1,1,1,0,1,3,3,0,1,0.045459661379328484,0.0,0.05063291139240506,0.02857142857142857,0.6060606060606061,0.0,0.5,0.12107983428227849
8839,AE90216,1,1,1,0,0,6,1,1,1,0,1,4,1,1,5,1,0.03778574367787037,0.7565837509126734,0.016877637130801686,0.14285714285714285,0.6868686868686869,0.6,1.0,0.16165983067748316
8840,LJ20215,1,1,0,1,3,12,4,0,1,2,0,2,0,0,0,1,0.018883594504208664,0.0,0.14345991561181434,0.5142857142857142,0.7575757575757576,0.0,0.0,0.234676937006773
8841,PF78020,2,1,0,0,1,30,1,1,1,1,1,4,0,0,0,2,0.045152030174750994,0.20078814974845222,0.04219409282700422,0.0,0.2828282828282828,0.0,0.25,0.128434882453042
8842,IU71285,1,1,0,1,0,4,1,0,0,0,1,4,0,2,5,0,0.061300160750985024,0.33792420559906383,0.11814345991561181,0.42857142857142855,0.9494949494949495,0.2,0.25,0.02592718624154311
8843,RM93459,0,1,1,0,1,44,4,1,1,0,1,5,0,0,5,1,0.19157580137502978,0.0,0.05063291139240506,0.2571428571428571,0.9494949494949495,0.0,0.125,0.12107983428227849
8844,XV53963,3,1,0,1,3,21,1,1,1,1,1,5,1,3,3,1,0.11161136461469962,0.9673938048229164,0.32489451476793246,0.11428571428571428,0.5050505050505051,0.2,0.75,0.22892111663933673
8845,ZK71157,0,1,0,0,0,43,1,0,2,2,0,0,1,2,0,1,0.042493765543875656,0.4084075974435143,0.03375527426160337,0.37142857142857144,0.8484848484848485,0.0,0.625,0.10178995855677148
8846,FS31523,1,1,0,1,3,8,4,0,1,1,1,5,1,2,3,2,0.08148010104707354,0.0,0.25738396624472576,0.9142857142857143,0.06060606060606061,0.4,0.75,0.20237557021298394
8847,NH99355,0,1,0,0,3,51,4,1,1,1,1,4,2,2,0,1,0.03360936751196893,0.0,0.004219409282700422,0.8285714285714286,0.5959595959595959,0.0,0.25,0.10282977111416096
8848,EZ11341,1,1,0,0,1,9,1,1,0,2,1,3,2,1,5,1,0.07593196435177933,0.8522619297666557,0.029535864978902954,0.9714285714285714,0.09090909090909091,0.0,0.125,0.011273291799090675
8849,QE52050,1,1,1,1,0,7,4,0,1,1,0,2,1,0,0,2,0.046422257391166705,0.0,0.06329113924050633,0.22857142857142856,0.4444444444444444,0.0,0.25,0.12605712423721965
8850,YT92071,3,1,0,0,4,19,1,0,1,0,0,1,2,3,0,1,0.04108606772615242,0.4485952330942879,0.02109704641350211,0.8,0.5151515151515151,0.0,0.25,0.15196739045807703
8851,LO14234,3,1,0,2,3,21,4,1,1,2,1,4,1,0,3,1,0.12729254509345816,0.0,0.4767932489451477,0.37142857142857144,0.30303030303030304,0.0,0.875,0.5959391962106221
8852,HH49378,2,1,0,0,4,36,1,1,0,1,0,2,1,3,4,1,0.3556710069945328,0.6988527820285855,0.2109704641350211,1.0,0.10101010101010101,0.4,0.125,0.07545312960000208
8853,JY66887,0,1,0,1,3,43,4,0,1,2,1,4,1,1,1,1,0.17712421342367302,0.0,0.7848101265822784,0.14285714285714285,0.12121212121212122,0.6,0.5,0.6146610881472759
8854,HZ39601,2,1,0,1,1,37,3,0,1,0,1,4,1,2,3,1,0.14183638003345955,0.26713075484342025,0.25738396624472576,0.2857142857142857,0.24242424242424243,0.0,0.125,0.20237557021298394
8855,TV35668,2,1,1,0,1,35,2,0,1,1,1,5,1,2,0,1,0.010121940527139451,0.17579340074614178,0.04219409282700422,0.8285714285714286,0.7070707070707071,0.0,0.0,0.1377063842741852
8856,BK83393,2,1,0,0,0,24,1,0,2,0,1,5,0,0,3,1,0.3735724703117977,0.5548554225302808,0.2320675105485232,0.5142857142857142,0.7575757575757576,0.0,0.125,0.14253437350402517
8857,ZN98560,2,1,0,0,1,26,4,1,0,1,0,0,0,1,3,1,0.07366931428649065,0.0,0.2109704641350211,0.6285714285714286,0.21212121212121213,0.0,0.875,0.06568007871332433
8858,ZR81759,2,1,0,0,4,35,1,1,2,1,1,5,2,3,5,1,0.011331979531797376,0.35861813744611476,0.0379746835443038,0.37142857142857144,0.5151515151515151,0.0,0.0,0.0961272356327813
8859,SV46904,1,1,0,1,3,13,4,0,1,2,1,4,1,0,0,1,0.061478999271391395,0.0,0.15611814345991562,0.7428571428571429,0.31313131313131315,0.0,0.375,0.35678542987791
8860,YN69214,1,1,0,0,0,2,4,1,1,2,1,3,1,3,0,1,0.07112726784602835,0.0,0.05063291139240506,0.08571428571428572,0.7373737373737373,0.0,0.125,0.21347261893993125
8861,ZI69514,1,1,0,0,1,13,1,1,0,1,0,2,2,0,0,1,0.03589954103654722,0.6340304657884999,0.012658227848101266,0.8,0.48484848484848486,0.8,0.25,0.04130078022051351
8862,NL33789,1,1,0,0,0,9,1,0,0,0,0,1,1,2,3,1,0.026766103276050134,0.5310308958702153,0.17721518987341772,0.08571428571428572,0.6262626262626263,0.0,0.0,0.03418178970392691
8863,LU53495,0,1,0,0,1,45,1,1,0,1,1,4,2,1,0,1,0.012168463063805847,0.6542443064182195,0.05063291139240506,0.02857142857142857,0.7474747474747475,0.2,0.0,0.03513624208423428
8864,HN89408,2,1,0,2,1,25,4,1,1,2,0,2,0,1,0,1,0.02155440288979337,0.0,0.1940928270042194,0.9142857142857143,0.43434343434343436,0.0,0.0,0.26625079130139534
8865,PF71940,0,1,0,1,0,45,4,0,1,2,1,4,0,1,3,2,0.036090321376491964,0.0,0.31645569620253167,0.22857142857142856,0.020202020202020204,0.0,0.0,0.3384214956480421
8866,VJ49806,2,1,0,0,1,26,4,1,1,2,1,4,0,0,5,1,0.1364550078844576,0.0,0.0,0.05714285714285714,0.8181818181818182,0.0,0.125,0.13133479917126367
8867,GY40926,3,1,0,0,1,15,1,1,1,1,1,5,1,1,0,1,0.00877494911300775,0.3708004520858963,0.02109704641350211,0.45714285714285713,0.35353535353535354,0.0,0.0,0.10946615772074915
8868,II32272,2,1,0,1,3,32,0,0,1,1,1,5,3,2,4,1,0.28850909431178406,0.1936267890899271,0.2869198312236287,0.0,0.6262626262626263,0.0,0.125,0.321000980805748
8869,NG68910,2,1,0,0,3,36,1,1,1,1,0,0,3,0,3,1,0.08600360967936595,0.4682289635030656,0.21940928270042195,0.2,0.1919191919191919,0.0,0.25,0.18744370034816046
8870,XK43825,0,1,0,0,1,41,4,1,1,1,1,5,2,2,5,1,0.03446222486204921,0.0,0.029535864978902954,0.2857142857142857,0.48484848484848486,0.2,0.25,0.11278435102404324
8871,LA29810,0,1,0,1,1,39,1,0,1,1,1,4,1,1,0,1,0.05333459378006318,0.6834498554725398,0.0759493670886076,0.6571428571428571,0.21212121212121213,0.6,0.875,0.1310344141921608
8872,BU71528,1,1,0,2,1,8,0,1,1,1,1,3,1,2,0,2,0.07559203933878722,0.1730428781468479,0.18565400843881857,0.02857142857142857,0.1111111111111111,0.0,0.5,0.2206751733158294
8873,OM73267,3,1,0,0,3,23,1,0,1,1,0,2,0,2,0,1,0.0409129993169472,0.695582160610516,0.016877637130801686,0.4857142857142857,0.9797979797979798,0.0,0.875,0.1078070610691021
8874,IW72280,2,1,0,0,2,29,1,0,2,1,0,1,1,1,0,1,0.03852546688641649,0.37412108300577107,0.008438818565400843,0.22857142857142856,1.0,0.6,0.375,0.09935814835461902
8875,PH47195,2,1,0,1,0,36,1,1,0,0,1,4,0,2,4,1,0.04414216757633559,0.7428511417169262,0.31645569620253167,0.02857142857142857,0.797979797979798,0.0,0.0,0.06022137801539343
8876,KU85991,2,1,1,0,3,27,1,1,1,1,0,2,1,2,0,2,0.00852821467798021,0.7243476260489493,0.016877637130801686,0.22857142857142856,0.23232323232323232,0.0,0.0,0.1078070610691021
8877,LK49091,2,1,0,1,0,35,1,0,0,1,1,4,1,1,0,0,0.021609167753346023,0.6266190576209479,0.1308016877637131,0.0,0.42424242424242425,0.0,0.0,0.051404944284508314
8878,OK96130,2,1,0,1,3,26,1,1,1,1,1,4,1,0,3,1,0.04201663507382748,0.373380942379052,0.3080168776371308,0.7428571428571429,0.0707070707070707,0.0,0.0,0.3106710973335869
8879,MN83273,3,1,1,2,3,20,1,0,1,0,1,5,0,2,0,1,0.48988311955870406,0.465958532121103,0.24472573839662448,0.9714285714285714,0.7474747474747475,0.4,0.125,0.1973982802580428
8880,NY89701,0,1,0,1,0,50,1,0,2,1,1,5,0,0,0,0,0.05009866601246226,0.25324811714225703,0.06329113924050633,0.2857142857142857,0.7070707070707071,0.2,0.875,0.09296700699556133
8881,FL30667,1,1,0,1,1,7,1,0,1,1,0,0,3,1,0,2,0.09088932893846394,0.22098198657744972,0.0759493670886076,0.05714285714285714,0.3434343434343434,0.2,0.125,0.15926991439401048
8882,AW27717,0,1,0,1,3,55,0,0,0,2,1,5,0,1,0,1,0.22883751324199886,0.12505376021444076,0.1308016877637131,0.11428571428571428,0.31313131313131315,0.0,0.125,0.04168448295959128
8883,OL28568,0,1,0,2,0,54,1,1,1,2,1,4,2,1,0,1,0.08384508547045699,0.6978525919924786,0.21518987341772153,0.4857142857142857,0.3838383838383838,0.0,1.0,0.18578460369651345
8884,EA52579,0,1,0,0,0,42,4,0,1,0,1,3,2,2,3,1,0.07109758134263702,0.0,0.20253164556962025,0.0,0.050505050505050504,0.0,0.25,0.1808073137415723
8885,WZ96432,2,1,0,0,4,34,1,0,1,1,0,2,0,1,3,1,0.08906255489947815,0.3237615146877907,0.22784810126582278,0.05714285714285714,0.7777777777777778,0.0,0.375,0.19076189365145457
8886,HC90344,0,1,0,0,0,58,4,0,1,2,0,1,0,1,0,1,0.2268617959487183,0.0,0.05063291139240506,0.0,0.21212121212121213,0.2,0.125,0.18163686206739582
8887,SG59507,2,1,0,0,1,24,1,0,0,0,1,4,1,2,0,1,0.010778490992814874,0.38229263560076415,0.04219409282700422,0.17142857142857143,0.08080808080808081,0.0,0.0,0.05761537096030129
8888,HE85298,0,1,0,0,3,53,1,0,0,1,0,2,1,1,3,1,0.030534461578107804,0.322781328452406,0.20675105485232068,0.17142857142857143,0.050505050505050504,0.0,0.0,0.00215813356833488
8889,CR83581,0,1,0,0,1,50,0,1,1,1,1,4,0,0,3,2,0.07140166208270214,0.27821286044348426,0.24050632911392406,0.11428571428571428,0.9090909090909091,1.0,0.25,0.19573918360639572
8890,MB15338,0,1,0,0,1,46,1,1,0,2,1,4,1,3,5,1,0.11757998473616861,0.6214580770346366,0.05063291139240506,0.37142857142857144,0.1414141414141414,0.0,0.125,0.008722212249457538
8891,YR10848,3,1,1,2,0,17,1,0,1,2,1,5,0,1,5,1,0.027270692681631684,0.6939218451505786,0.17721518987341772,0.4,0.797979797979798,0.0,0.0,0.17085273383169
8892,KA69047,2,1,0,1,0,35,1,1,0,2,1,5,1,3,0,1,0.019060741947105646,0.6809493803822726,0.11392405063291139,0.6857142857142857,0.5353535353535354,0.0,0.0,0.013646245893171089
8893,XE72624,2,1,0,0,3,30,1,0,1,1,0,0,3,1,0,2,0.007845981792379811,0.3465958532121103,0.012658227848101266,0.5142857142857142,0.7272727272727273,0.0,0.0,0.10614796441745504
8894,UN77671,1,1,0,1,1,12,1,0,0,1,1,5,2,1,5,1,0.0667119951375973,0.2691111311149118,0.1308016877637131,0.4857142857142857,0.12121212121212122,0.0,0.25,0.036786888749247404
8895,RN72721,1,1,0,0,3,10,0,0,1,1,1,4,3,1,3,1,0.0858223524514476,0.20906972324741702,0.23628691983122363,0.11428571428571428,0.40404040404040403,0.0,0.875,0.19408008695474868
8896,LO94085,3,1,0,1,1,19,1,0,0,1,1,3,3,3,5,1,0.01590556566043993,0.8059531310949081,0.08438818565400844,0.3142857142857143,0.2222222222222222,0.4,0.0,0.01437719894401913
8897,JR89623,2,1,0,0,3,37,1,0,0,1,0,2,1,1,0,1,0.009833126802898821,0.7603944749502406,0.02531645569620253,0.8285714285714286,0.0,0.0,0.0,0.052165676737672875
8898,VF65535,1,1,0,1,1,6,1,0,2,2,0,1,2,0,3,1,0.5039992997863306,0.6494934037467118,0.25738396624472576,0.7714285714285715,0.43434343434343436,0.0,0.125,0.11362382627816578
8899,CF95802,3,1,0,0,1,22,4,1,1,2,1,4,1,1,3,2,0.07680109481669556,0.0,0.22362869198312235,0.2571428571428571,0.2727272727272727,0.0,0.5,0.28367130614368935
8900,XX88364,2,1,1,0,0,33,1,1,1,2,0,2,0,0,0,1,0.0825868182861283,0.9737950210540003,0.05063291139240506,0.17142857142857143,0.8585858585858586,0.0,0.125,0.12107983428227849
8901,CK15380,2,1,0,0,3,26,0,0,2,1,1,4,2,2,0,1,0.010891958376093523,0.2081795541152819,0.046413502109704644,0.45714285714285713,0.5757575757575758,0.0,0.0,0.0997171125800402
8902,HS97983,2,1,0,2,3,36,4,0,1,2,1,4,0,0,0,2,0.3530707467766222,0.0,0.18565400843881857,0.22857142857142856,0.29292929292929293,0.0,0.125,0.41890663117362115
8903,CC92362,0,1,0,2,0,51,0,1,1,1,1,5,1,2,0,2,0.08643730453498467,0.18144447445014553,0.2320675105485232,0.05714285714285714,0.8787878787878788,0.0,0.25,0.24966145311915944
8904,JW21133,3,1,0,1,0,22,2,1,1,1,1,5,0,1,5,2,0.0562721363984056,0.18823576479531112,0.14345991561181434,0.08571428571428572,0.5151515151515151,0.8,0.875,0.1575799606185136
8905,YP72749,2,1,0,0,0,31,1,0,2,2,0,0,0,0,0,1,0.00677636907812524,0.44670487392604596,0.008438818565400843,0.08571428571428572,0.5151515151515151,0.2,0.0,0.057031151873776276
8906,KW99972,0,1,0,1,3,57,1,0,2,1,1,5,0,1,4,1,0.10594353584806278,0.4033966453626189,0.29957805907172996,0.2857142857142857,0.5959595959595959,0.4,0.5,0.16020835580033915
8907,NW62233,3,1,0,0,4,17,1,1,2,1,1,4,3,3,5,1,0.04196317176275559,0.6647963112991468,0.02109704641350211,0.4857142857142857,0.6565656565656566,0.0,0.25,0.10182932650079911
8908,HJ62427,2,1,0,1,1,27,1,0,0,1,1,3,0,0,0,1,0.019949958200490777,0.9082125603864735,0.10970464135021098,0.02857142857142857,0.9595959595959596,0.0,0.0,0.05851326922914077
8909,TA31436,0,1,0,0,0,57,1,0,1,1,0,2,0,0,4,0,0.07656755762669279,0.3674398135645773,0.1729957805907173,0.37142857142857144,0.20202020202020202,0.0,0.875,0.17723371045859523
8910,ZK67670,3,1,0,1,4,17,1,0,2,1,0,1,2,0,0,1,0.3667114011665786,0.44215400926175974,0.16033755274261605,0.6571428571428571,0.5757575757575758,0.0,0.125,0.14086418751948754
8911,QK82654,1,1,0,2,1,3,4,1,1,2,1,4,0,0,2,2,0.22046305363997834,0.0,0.9493670886075949,0.08571428571428572,0.030303030303030304,0.0,1.0,0.7117182422686283
